785M	.
557K	./.venv/Lib/site-packages/numpy/random/tests/__pycache__
556K	./.venv/Lib/site-packages/sklearn/inspection
556K	./.venv/Lib/site-packages/scipy/odr/__odrpack.cp312-win_amd64.pyd
556K	./.venv/Lib/site-packages/scipy/linalg/_cythonized_array_utils.cp312-win_amd64.pyd
553K	./.venv/Lib/site-packages/joblib/externals
547K	./.venv/Lib/site-packages/statsmodels/distributions
546K	./.venv/Lib/site-packages/numpy/f2py/__pycache__
545K	./.venv/Lib/site-packages/scipy/sparse/tests/__pycache__
544K	./.venv/Lib/site-packages/scipy/stats/__pycache__/_continuous_distns.cpython-312.pyc
541K	./.venv/Lib/site-packages/sklearn/metrics/tests/__pycache__
533K	./.venv/Lib/site-packages/statsmodels/stats/tests/results
532K	./.venv/Lib/site-packages/scipy/stats/tests/data/nist_anova/SmLs06.dat
530K	./.venv/Lib/site-packages/pandas/tests/io/json
520K	./.venv/Lib/site-packages/sklearn/neighbors/_ball_tree.cp312-win_amd64.pyd
519K	./.venv/Lib/site-packages/pip/_vendor/idna
517K	./.venv/Lib/site-packages/sklearn/decomposition/tests
517K	./.venv/Lib/site-packages/sklearn/cluster/tests
516K	./.venv/Lib/site-packages/sklearn/neighbors/_kd_tree.cp312-win_amd64.pyd
516K	./.venv/Lib/site-packages/sklearn/metrics/_dist_metrics.cp312-win_amd64.pyd
516K	./.venv/Lib/site-packages/scipy/misc/ascent.dat
514K	./.venv/Lib/site-packages/pandas/_libs/window
514K	./.venv/Lib/site-packages/numpy/array_api
512K	./.venv/Lib/site-packages/scipy/stats/tests/__pycache__/test_distributions.cpython-312.pyc
512K	./.venv/Lib/site-packages/scipy/linalg/cython_lapack.cp312-win_amd64.pyd
511K	./.venv/Lib/site-packages/statsmodels/duration
509K	./.venv/Lib/site-packages/numpy/polynomial/tests
506K	./.venv/Lib/site-packages/numpy/core/include/numpy
506K	./.venv/Lib/site-packages/numpy/core/include
504K	./.venv/Lib/site-packages/statsmodels/robust
